ticket_id,subject,body,category,priority,sentiment,created_at,customer_tier,channel,text
TKT-3627,[General Inquiry] Issue with training - Ticket #3627,"Dear Support, Could you provide documentation on how to set up webhooks? This involves training. Looking forward to a quick resolution.",General Inquiry,Medium,Negative,2024-10-14,Free,Chat,"[General Inquiry] Issue with training - Ticket #3627 Dear Support, Could you provide documentation on how to set up webhooks? This involves training. Looking forward to a quick resolution."
TKT-3628,[Billing & Payments] Issue with billing - Ticket #3628,[billing] Our invoice shows incorrect pricing - we should be on the Enterprise plan rate. Need immediate attention on this matter.,Billing & Payments,Medium,Negative,2024-05-15,Basic,Web Portal,[Billing & Payments] Issue with billing - Ticket #3628 [billing] Our invoice shows incorrect pricing - we should be on the Enterprise plan rate. Need immediate attention on this matter.
TKT-3629,[Feature Request] Issue with integration - Ticket #3629,Problem Report: integration failure. A data retention policy configuration feature is needed for compliance. Please escalate if needed.,Feature Request,Medium,Negative,2024-05-21,Basic,Chat,[Feature Request] Issue with integration - Ticket #3629 Problem Report: integration failure. A data retention policy configuration feature is needed for compliance. Please escalate if needed.
TKT-3630,[Billing & Payments] Issue with downgrade - Ticket #3630,"Hi support team, I'm experiencing an issue with downgrade. The discount code NEWYEAR50 was not applied to our recent purchase. Please help resolve this as soon as possible.",Billing & Payments,High,Negative,2024-11-29,Free,Chat,"[Billing & Payments] Issue with downgrade - Ticket #3630 Hi support team, I'm experiencing an issue with downgrade. The discount code NEWYEAR50 was not applied to our recent purchase. Please help resolve this as soon as possible."
TKT-3631,[General Inquiry] Issue with question - Ticket #3631,"Help needed: question not functioning correctly. What are the system requirements for running the desktop application?
Environment: Development",General Inquiry,Low,Neutral,2024-07-01,Enterprise,Chat,"[General Inquiry] Issue with question - Ticket #3631 Help needed: question not functioning correctly. What are the system requirements for running the desktop application?
Environment: Development"
TKT-3632,[Service Outage] Issue with partial outage - Ticket #3632,Ticket: partial outage - File storage service is intermittently unavailable. Priority: High due to business impact.,Service Outage,High,Negative,2024-01-06,Free,Email,[Service Outage] Issue with partial outage - Ticket #3632 Ticket: partial outage - File storage service is intermittently unavailable. Priority: High due to business impact.
TKT-3633,[Feature Request] Issue with add - Ticket #3633,"Hi support team, I'm experiencing an issue with add. We need API rate limiting controls for our enterprise use case. Please help resolve this as soon as possible.",Feature Request,Low,Neutral,2024-08-16,Pro,Web Portal,"[Feature Request] Issue with add - Ticket #3633 Hi support team, I'm experiencing an issue with add. We need API rate limiting controls for our enterprise use case. Please help resolve this as soon as possible."
TKT-3634,[Feature Request] Issue with report - Ticket #3634,Problem Report: report failure. An automated workflow builder would save our team significant time. Please escalate if needed.,Feature Request,Low,Positive,2024-06-29,Pro,Web Portal,[Feature Request] Issue with report - Ticket #3634 Problem Report: report failure. An automated workflow builder would save our team significant time. Please escalate if needed.
TKT-3635,[Service Outage] Issue with recovery - Ticket #3635,"URGENT: recovery problem detected. revenue loss. The CDN is not serving static assets, causing broken pages. This is affecting our operations.

Account ID: ACC-18352",Service Outage,High,Negative,2024-11-10,Basic,Chat,"[Service Outage] Issue with recovery - Ticket #3635 URGENT: recovery problem detected. revenue loss. The CDN is not serving static assets, causing broken pages. This is affecting our operations.

Account ID: ACC-18352"
TKT-3636,[Technical Issue] Issue with connection - Ticket #3636,URGENT: connection problem detected. Third-party integration with payment gateway is returning invalid responses. This is affecting our operations.,Technical Issue,High,Negative,2024-01-18,Pro,Chat,[Technical Issue] Issue with connection - Ticket #3636 URGENT: connection problem detected. Third-party integration with payment gateway is returning invalid responses. This is affecting our operations.
TKT-3637,[Billing & Payments] Issue with billing - Ticket #3637,URGENT: billing problem detected. The trial period ended early and we were charged before confirmation. This is affecting our operations.,Billing & Payments,Low,Neutral,2024-05-09,Basic,Email,[Billing & Payments] Issue with billing - Ticket #3637 URGENT: billing problem detected. The trial period ended early and we were charged before confirmation. This is affecting our operations.
TKT-3638,[General Inquiry] Issue with roadmap - Ticket #3638,"Hi there, What is the recommended approach for handling large file uploads? The issue is related to roadmap. Thanks for your help.
Environment: Production",General Inquiry,Low,Neutral,2024-08-08,Pro,Web Portal,"[General Inquiry] Issue with roadmap - Ticket #3638 Hi there, What is the recommended approach for handling large file uploads? The issue is related to roadmap. Thanks for your help.
Environment: Production"
TKT-3639,[Billing & Payments] Issue with subscription - Ticket #3639,"Hi there, The automatic renewal failed and our service was suspended without warning. The issue is related to subscription. Thanks for your help.
Environment: Development",Billing & Payments,High,Very Negative,2024-03-05,Enterprise,Chat,"[Billing & Payments] Issue with subscription - Ticket #3639 Hi there, The automatic renewal failed and our service was suspended without warning. The issue is related to subscription. Thanks for your help.
Environment: Development"
TKT-3640,[General Inquiry] Issue with help - Ticket #3640,"Hi support team, I'm experiencing an issue with help. How do I migrate data from the old system to the new platform? Please help resolve this as soon as possible.",General Inquiry,Low,Neutral,2024-02-16,Free,Email,"[General Inquiry] Issue with help - Ticket #3640 Hi support team, I'm experiencing an issue with help. How do I migrate data from the old system to the new platform? Please help resolve this as soon as possible."
TKT-3641,[Service Outage] Issue with backup - Ticket #3641,"Help needed: backup not functioning correctly. Load balancer is not distributing traffic properly, causing overload.",Service Outage,High,Very Negative,2024-07-12,Free,Email,"[Service Outage] Issue with backup - Ticket #3641 Help needed: backup not functioning correctly. Load balancer is not distributing traffic properly, causing overload."
TKT-3642,[Account & Access] Issue with user - Ticket #3642,"Incident: user - New team members cannot be invited - getting 'permission denied' error. Impact: Multiple users affected.

Account ID: ACC-97960",Account & Access,Medium,Neutral,2024-05-09,Pro,Web Portal,"[Account & Access] Issue with user - Ticket #3642 Incident: user - New team members cannot be invited - getting 'permission denied' error. Impact: Multiple users affected.

Account ID: ACC-97960"
TKT-3643,[Account & Access] Issue with password - Ticket #3643,"[password] My 2FA device was lost and I cannot access my account. Need immediate attention on this matter.

Account ID: ACC-14965",Account & Access,Low,Positive,2024-07-27,Free,Email,"[Account & Access] Issue with password - Ticket #3643 [password] My 2FA device was lost and I cannot access my account. Need immediate attention on this matter.

Account ID: ACC-14965"
TKT-3644,[Service Outage] Issue with degraded - Ticket #3644,"Ticket: degraded - File storage service is intermittently unavailable. Priority: High due to business impact.
Environment: Staging",Service Outage,Medium,Negative,2024-12-22,Basic,Email,"[Service Outage] Issue with degraded - Ticket #3644 Ticket: degraded - File storage service is intermittently unavailable. Priority: High due to business impact.
Environment: Staging"
TKT-3645,[Feature Request] Issue with request - Ticket #3645,"Hello, I need assistance with request. An automated workflow builder would save our team significant time. Can someone look into this?",Feature Request,Low,Neutral,2024-04-28,Basic,Chat,"[Feature Request] Issue with request - Ticket #3645 Hello, I need assistance with request. An automated workflow builder would save our team significant time. Can someone look into this?"
TKT-3646,[Billing & Payments] Issue with renewal - Ticket #3646,"Help needed: renewal not functioning correctly. We were charged twice for the same invoice #INV-2024-001 on our credit card.
Environment: Staging",Billing & Payments,Low,Neutral,2024-02-04,Basic,Chat,"[Billing & Payments] Issue with renewal - Ticket #3646 Help needed: renewal not functioning correctly. We were charged twice for the same invoice #INV-2024-001 on our credit card.
Environment: Staging"
TKT-3647,[Billing & Payments] Issue with upgrade - Ticket #3647,"Hello, I need assistance with upgrade. The automatic renewal failed and our service was suspended without warning. Can someone look into this?",Billing & Payments,High,Negative,2024-06-05,Enterprise,Email,"[Billing & Payments] Issue with upgrade - Ticket #3647 Hello, I need assistance with upgrade. The automatic renewal failed and our service was suspended without warning. Can someone look into this?"
TKT-3648,[Feature Request] Issue with automation - Ticket #3648,"URGENT: automation problem detected. We need API rate limiting controls for our enterprise use case. This is affecting our operations.

Account ID: ACC-79685",Feature Request,Low,Neutral,2024-08-17,Free,Email,"[Feature Request] Issue with automation - Ticket #3648 URGENT: automation problem detected. We need API rate limiting controls for our enterprise use case. This is affecting our operations.

Account ID: ACC-79685"
TKT-3649,[Account & Access] Issue with password - Ticket #3649,"Hi support team, I'm experiencing an issue with password. My account was locked after three failed login attempts. Please help resolve this as soon as possible.

Account ID: ACC-41285",Account & Access,Medium,Negative,2024-06-19,Enterprise,Email,"[Account & Access] Issue with password - Ticket #3649 Hi support team, I'm experiencing an issue with password. My account was locked after three failed login attempts. Please help resolve this as soon as possible.

Account ID: ACC-41285"
TKT-3650,[Account & Access] Issue with user - Ticket #3650,"URGENT: user problem detected. The SSO integration with Google Workspace is not redirecting properly. This is affecting our operations.
Environment: Staging",Account & Access,Low,Neutral,2024-03-13,Free,Web Portal,"[Account & Access] Issue with user - Ticket #3650 URGENT: user problem detected. The SSO integration with Google Workspace is not redirecting properly. This is affecting our operations.
Environment: Staging"
TKT-3651,[Feature Request] Issue with request - Ticket #3651,"Incident: request - We need the ability to customize email templates for different user segments. Impact: Multiple users affected.
Environment: Production",Feature Request,Low,Neutral,2024-06-05,Free,Email,"[Feature Request] Issue with request - Ticket #3651 Incident: request - We need the ability to customize email templates for different user segments. Impact: Multiple users affected.
Environment: Production"
TKT-3652,[Feature Request] Issue with add - Ticket #3652,[add] We'd like to see a mobile-responsive dashboard for on-the-go monitoring. Need immediate attention on this matter.,Feature Request,Low,Positive,2024-06-07,Pro,Web Portal,[Feature Request] Issue with add - Ticket #3652 [add] We'd like to see a mobile-responsive dashboard for on-the-go monitoring. Need immediate attention on this matter.
TKT-3653,[Technical Issue] Issue with error - Ticket #3653,"Dear Support, The application throws a 500 Internal Server Error when trying to save data. This involves error. Looking forward to a quick resolution.",Technical Issue,Medium,Neutral,2024-04-01,Pro,Email,"[Technical Issue] Issue with error - Ticket #3653 Dear Support, The application throws a 500 Internal Server Error when trying to save data. This involves error. Looking forward to a quick resolution."
TKT-3654,[Account & Access] Issue with reset - Ticket #3654,"Problem Report: reset failure. cannot access. I need admin access to manage team permissions but currently have viewer role. Please escalate if needed.
Environment: Staging",Account & Access,High,Negative,2024-06-18,Pro,Email,"[Account & Access] Issue with reset - Ticket #3654 Problem Report: reset failure. cannot access. I need admin access to manage team permissions but currently have viewer role. Please escalate if needed.
Environment: Staging"
TKT-3655,[General Inquiry] Issue with roadmap - Ticket #3655,"Incident: roadmap - Where can I find the API documentation for the latest version? Impact: Multiple users affected.

Account ID: ACC-58707",General Inquiry,Medium,Negative,2024-02-06,Free,Email,"[General Inquiry] Issue with roadmap - Ticket #3655 Incident: roadmap - Where can I find the API documentation for the latest version? Impact: Multiple users affected.

Account ID: ACC-58707"
TKT-3656,[Feature Request] Issue with enhancement - Ticket #3656,"Hi there, We need API rate limiting controls for our enterprise use case. The issue is related to enhancement. Thanks for your help.",Feature Request,Low,Neutral,2024-02-15,Enterprise,Email,"[Feature Request] Issue with enhancement - Ticket #3656 Hi there, We need API rate limiting controls for our enterprise use case. The issue is related to enhancement. Thanks for your help."
TKT-3657,[Billing & Payments] Issue with credit card - Ticket #3657,"Incident: credit card - The payment gateway rejected our card despite sufficient funds. Impact: Multiple users affected.
Environment: Development",Billing & Payments,Medium,Neutral,2024-01-26,Pro,Email,"[Billing & Payments] Issue with credit card - Ticket #3657 Incident: credit card - The payment gateway rejected our card despite sufficient funds. Impact: Multiple users affected.
Environment: Development"
TKT-3658,[Service Outage] Issue with emergency maintenance - Ticket #3658,"[emergency maintenance] Database cluster is in read-only mode, preventing any writes. Need immediate attention on this matter.

Account ID: ACC-68958",Service Outage,High,Very Negative,2024-02-13,Free,Email,"[Service Outage] Issue with emergency maintenance - Ticket #3658 [emergency maintenance] Database cluster is in read-only mode, preventing any writes. Need immediate attention on this matter.

Account ID: ACC-68958"
TKT-3659,[Account & Access] Issue with password - Ticket #3659,"Problem Report: password failure. My 2FA device was lost and I cannot access my account. Please escalate if needed.

Account ID: ACC-62975
Environment: Staging",Account & Access,Low,Neutral,2024-03-11,Enterprise,Chat,"[Account & Access] Issue with password - Ticket #3659 Problem Report: password failure. My 2FA device was lost and I cannot access my account. Please escalate if needed.

Account ID: ACC-62975
Environment: Staging"
TKT-3660,[Account & Access] Issue with suspicious activity - Ticket #3660,"Incident: suspicious activity - cannot access. My 2FA device was lost and I cannot access my account. Impact: Multiple users affected.

Account ID: ACC-88302
Environment: Staging",Account & Access,High,Negative,2024-11-29,Free,Chat,"[Account & Access] Issue with suspicious activity - Ticket #3660 Incident: suspicious activity - cannot access. My 2FA device was lost and I cannot access my account. Impact: Multiple users affected.

Account ID: ACC-88302
Environment: Staging"
TKT-3661,[Feature Request] Issue with would be nice - Ticket #3661,"Hello, I need assistance with would be nice. We need the ability to customize email templates for different user segments. Can someone look into this?

Account ID: ACC-47649",Feature Request,Medium,Neutral,2024-09-19,Free,Chat,"[Feature Request] Issue with would be nice - Ticket #3661 Hello, I need assistance with would be nice. We need the ability to customize email templates for different user segments. Can someone look into this?

Account ID: ACC-47649"
TKT-3662,[Technical Issue] Issue with null pointer - Ticket #3662,Problem Report: null pointer failure. The API endpoint /api/v2/users returns a timeout error intermittently. Please escalate if needed.,Technical Issue,Medium,Negative,2024-06-03,Free,Web Portal,[Technical Issue] Issue with null pointer - Ticket #3662 Problem Report: null pointer failure. The API endpoint /api/v2/users returns a timeout error intermittently. Please escalate if needed.
TKT-3663,[Account & Access] Issue with permission - Ticket #3663,"Dear Support, I need admin access to manage team permissions but currently have viewer role. This involves permission. Looking forward to a quick resolution.

Account ID: ACC-78148",Account & Access,Low,Positive,2024-12-07,Enterprise,Email,"[Account & Access] Issue with permission - Ticket #3663 Dear Support, I need admin access to manage team permissions but currently have viewer role. This involves permission. Looking forward to a quick resolution.

Account ID: ACC-78148"
TKT-3664,[Service Outage] Issue with intermittent - Ticket #3664,"Incident: intermittent - SLA breach. Database cluster is in read-only mode, preventing any writes. Impact: Multiple users affected.",Service Outage,High,Very Negative,2024-02-18,Basic,Phone,"[Service Outage] Issue with intermittent - Ticket #3664 Incident: intermittent - SLA breach. Database cluster is in read-only mode, preventing any writes. Impact: Multiple users affected."
TKT-3665,[Account & Access] Issue with MFA - Ticket #3665,"Problem Report: MFA failure. New team members cannot be invited - getting 'permission denied' error. Please escalate if needed.

Account ID: ACC-64080",Account & Access,High,Negative,2024-02-23,Free,Chat,"[Account & Access] Issue with MFA - Ticket #3665 Problem Report: MFA failure. New team members cannot be invited - getting 'permission denied' error. Please escalate if needed.

Account ID: ACC-64080"
TKT-3666,[Billing & Payments] Issue with credit card - Ticket #3666,"Hello, I need assistance with credit card. We received an invoice for services we never signed up for. Can someone look into this?",Billing & Payments,Medium,Neutral,2024-12-30,Basic,Email,"[Billing & Payments] Issue with credit card - Ticket #3666 Hello, I need assistance with credit card. We received an invoice for services we never signed up for. Can someone look into this?"
TKT-3667,[Billing & Payments] Issue with duplicate charge - Ticket #3667,"URGENT: duplicate charge problem detected. money deducted. The automatic renewal failed and our service was suspended without warning. This is affecting our operations.
Environment: Production",Billing & Payments,High,Very Negative,2024-01-10,Pro,Email,"[Billing & Payments] Issue with duplicate charge - Ticket #3667 URGENT: duplicate charge problem detected. money deducted. The automatic renewal failed and our service was suspended without warning. This is affecting our operations.
Environment: Production"
TKT-3668,[Feature Request] Issue with template - Ticket #3668,Incident: template - We need API rate limiting controls for our enterprise use case. Impact: Multiple users affected.,Feature Request,Low,Positive,2024-11-26,Basic,Email,[Feature Request] Issue with template - Ticket #3668 Incident: template - We need API rate limiting controls for our enterprise use case. Impact: Multiple users affected.
TKT-3669,[General Inquiry] Issue with tutorial - Ticket #3669,Ticket: tutorial - Is there a roadmap available for upcoming features? Priority: High due to business impact.,General Inquiry,Low,Neutral,2024-07-08,Basic,Email,[General Inquiry] Issue with tutorial - Ticket #3669 Ticket: tutorial - Is there a roadmap available for upcoming features? Priority: High due to business impact.
TKT-3670,[Technical Issue] Issue with bug - Ticket #3670,"Dear Support, Third-party integration with payment gateway is returning invalid responses. This involves bug. Looking forward to a quick resolution.

Account ID: ACC-77673",Technical Issue,Low,Positive,2024-09-17,Free,Chat,"[Technical Issue] Issue with bug - Ticket #3670 Dear Support, Third-party integration with payment gateway is returning invalid responses. This involves bug. Looking forward to a quick resolution.

Account ID: ACC-77673"
TKT-3671,[Technical Issue] Issue with exception - Ticket #3671,"Hi there, The API endpoint /api/v2/users returns a timeout error intermittently. The issue is related to exception. Thanks for your help.

Account ID: ACC-23310
Environment: Development",Technical Issue,Medium,Neutral,2024-06-22,Basic,Email,"[Technical Issue] Issue with exception - Ticket #3671 Hi there, The API endpoint /api/v2/users returns a timeout error intermittently. The issue is related to exception. Thanks for your help.

Account ID: ACC-23310
Environment: Development"
TKT-3672,[Billing & Payments] Issue with invoice - Ticket #3672,Ticket: invoice - money deducted. We need a refund for the unused portion of our annual subscription. Priority: High due to business impact.,Billing & Payments,High,Negative,2024-10-19,Pro,Phone,[Billing & Payments] Issue with invoice - Ticket #3672 Ticket: invoice - money deducted. We need a refund for the unused portion of our annual subscription. Priority: High due to business impact.
TKT-3673,[Billing & Payments] Issue with pricing - Ticket #3673,"Help needed: pricing not functioning correctly. The automatic renewal failed and our service was suspended without warning.
Environment: Staging",Billing & Payments,High,Very Negative,2024-02-28,Basic,Chat,"[Billing & Payments] Issue with pricing - Ticket #3673 Help needed: pricing not functioning correctly. The automatic renewal failed and our service was suspended without warning.
Environment: Staging"
TKT-3674,[Account & Access] Issue with password - Ticket #3674,[password] account hacked. Account shows 'suspended' status but subscription is active. Need immediate attention on this matter.,Account & Access,High,Negative,2024-01-27,Free,Email,[Account & Access] Issue with password - Ticket #3674 [password] account hacked. Account shows 'suspended' status but subscription is active. Need immediate attention on this matter.
TKT-3675,[Feature Request] Issue with customize - Ticket #3675,"Ticket: customize - It would be helpful to have a bulk export feature for monthly reports. Priority: High due to business impact.

Account ID: ACC-68697",Feature Request,Low,Neutral,2024-08-11,Enterprise,Email,"[Feature Request] Issue with customize - Ticket #3675 Ticket: customize - It would be helpful to have a bulk export feature for monthly reports. Priority: High due to business impact.

Account ID: ACC-68697"
TKT-3676,[Service Outage] Issue with intermittent - Ticket #3676,Incident: intermittent - The payment processing service is returning errors for all transactions. Impact: Multiple users affected.,Service Outage,High,Negative,2024-03-16,Basic,Email,[Service Outage] Issue with intermittent - Ticket #3676 Incident: intermittent - The payment processing service is returning errors for all transactions. Impact: Multiple users affected.
TKT-3677,[Service Outage] Issue with down - Ticket #3677,"Hi support team, I'm experiencing an issue with down. complete outage. File storage service is intermittently unavailable. Please help resolve this as soon as possible.",Service Outage,High,Negative,2024-12-18,Basic,Email,"[Service Outage] Issue with down - Ticket #3677 Hi support team, I'm experiencing an issue with down. complete outage. File storage service is intermittently unavailable. Please help resolve this as soon as possible."
TKT-3678,[Feature Request] Issue with customize - Ticket #3678,Problem Report: customize failure. An automated workflow builder would save our team significant time. Please escalate if needed.,Feature Request,Low,Neutral,2024-06-28,Basic,Email,[Feature Request] Issue with customize - Ticket #3678 Problem Report: customize failure. An automated workflow builder would save our team significant time. Please escalate if needed.
TKT-3679,[Service Outage] Issue with scheduled maintenance - Ticket #3679,"Problem Report: scheduled maintenance failure. The entire platform is down - all users are getting 503 errors. Please escalate if needed.

Account ID: ACC-46088",Service Outage,Medium,Negative,2024-09-09,Free,Web Portal,"[Service Outage] Issue with scheduled maintenance - Ticket #3679 Problem Report: scheduled maintenance failure. The entire platform is down - all users are getting 503 errors. Please escalate if needed.

Account ID: ACC-46088"
TKT-3680,[Feature Request] Issue with report - Ticket #3680,"Hi there, A data retention policy configuration feature is needed for compliance. The issue is related to report. Thanks for your help.",Feature Request,Low,Neutral,2024-12-16,Free,Chat,"[Feature Request] Issue with report - Ticket #3680 Hi there, A data retention policy configuration feature is needed for compliance. The issue is related to report. Thanks for your help."
TKT-3681,[Account & Access] Issue with forgot password - Ticket #3681,"[forgot password] I cannot log in with my credentials - it says 'Invalid username or password'. Need immediate attention on this matter.

Account ID: ACC-74882",Account & Access,Medium,Neutral,2024-01-05,Free,Web Portal,"[Account & Access] Issue with forgot password - Ticket #3681 [forgot password] I cannot log in with my credentials - it says 'Invalid username or password'. Need immediate attention on this matter.

Account ID: ACC-74882"
TKT-3682,[Billing & Payments] Issue with duplicate charge - Ticket #3682,"Dear Support, wrong charge. The automatic renewal failed and our service was suspended without warning. This involves duplicate charge. Looking forward to a quick resolution.",Billing & Payments,High,Very Negative,2024-01-14,Basic,Email,"[Billing & Payments] Issue with duplicate charge - Ticket #3682 Dear Support, wrong charge. The automatic renewal failed and our service was suspended without warning. This involves duplicate charge. Looking forward to a quick resolution."
TKT-3683,[Account & Access] Issue with locked out - Ticket #3683,"Hi support team, I'm experiencing an issue with locked out. There was suspicious login activity from an unknown IP address. Please help resolve this as soon as possible.
Environment: Staging",Account & Access,Medium,Neutral,2024-04-14,Pro,Web Portal,"[Account & Access] Issue with locked out - Ticket #3683 Hi support team, I'm experiencing an issue with locked out. There was suspicious login activity from an unknown IP address. Please help resolve this as soon as possible.
Environment: Staging"
TKT-3684,[Technical Issue] Issue with build failed - Ticket #3684,"Hi there, Search functionality returns incorrect results after the recent update. The issue is related to build failed. Thanks for your help.
Environment: Development",Technical Issue,Medium,Neutral,2024-11-07,Pro,Web Portal,"[Technical Issue] Issue with build failed - Ticket #3684 Hi there, Search functionality returns incorrect results after the recent update. The issue is related to build failed. Thanks for your help.
Environment: Development"
TKT-3685,[General Inquiry] Issue with configuration - Ticket #3685,[configuration] Can you explain the difference between Standard and Enterprise plans? Need immediate attention on this matter.,General Inquiry,Low,Neutral,2024-02-25,Basic,Email,[General Inquiry] Issue with configuration - Ticket #3685 [configuration] Can you explain the difference between Standard and Enterprise plans? Need immediate attention on this matter.
TKT-3686,[Billing & Payments] Issue with charge - Ticket #3686,"Hello, I need assistance with charge. We were charged twice for the same invoice #INV-2024-001 on our credit card. Can someone look into this?",Billing & Payments,Low,Positive,2024-10-05,Basic,Email,"[Billing & Payments] Issue with charge - Ticket #3686 Hello, I need assistance with charge. We were charged twice for the same invoice #INV-2024-001 on our credit card. Can someone look into this?"
TKT-3687,[Service Outage] Issue with partial outage - Ticket #3687,"Hi support team, I'm experiencing an issue with partial outage. SLA breach. The entire platform is down - all users are getting 503 errors. Please help resolve this as soon as possible.",Service Outage,High,Negative,2024-08-13,Pro,Chat,"[Service Outage] Issue with partial outage - Ticket #3687 Hi support team, I'm experiencing an issue with partial outage. SLA breach. The entire platform is down - all users are getting 503 errors. Please help resolve this as soon as possible."
TKT-3688,[Feature Request] Issue with need ability - Ticket #3688,"Help needed: need ability not functioning correctly. A data retention policy configuration feature is needed for compliance.
Environment: Production",Feature Request,Low,Positive,2024-05-16,Enterprise,Email,"[Feature Request] Issue with need ability - Ticket #3688 Help needed: need ability not functioning correctly. A data retention policy configuration feature is needed for compliance.
Environment: Production"
TKT-3689,[General Inquiry] Issue with documentation - Ticket #3689,"Help needed: documentation not functioning correctly. Where can I find the API documentation for the latest version?
Environment: Staging",General Inquiry,Low,Neutral,2024-01-19,Basic,Email,"[General Inquiry] Issue with documentation - Ticket #3689 Help needed: documentation not functioning correctly. Where can I find the API documentation for the latest version?
Environment: Staging"
TKT-3690,[Feature Request] Issue with integration - Ticket #3690,"Hello, I need assistance with integration. A dark mode option would greatly improve user experience. Can someone look into this?",Feature Request,Low,Neutral,2024-08-09,Basic,Web Portal,"[Feature Request] Issue with integration - Ticket #3690 Hello, I need assistance with integration. A dark mode option would greatly improve user experience. Can someone look into this?"
TKT-3691,[Service Outage] Issue with service disrupted - Ticket #3691,"Hi there, Scheduled maintenance is running 3 hours over the announced window. The issue is related to service disrupted. Thanks for your help.

Account ID: ACC-50927
Environment: Production",Service Outage,High,Negative,2024-02-20,Enterprise,Phone,"[Service Outage] Issue with service disrupted - Ticket #3691 Hi there, Scheduled maintenance is running 3 hours over the announced window. The issue is related to service disrupted. Thanks for your help.

Account ID: ACC-50927
Environment: Production"
TKT-3692,[General Inquiry] Issue with update - Ticket #3692,"Hello, I need assistance with update. What are the best practices for organizing projects in the platform? Can someone look into this?",General Inquiry,High,Very Negative,2024-09-02,Enterprise,Email,"[General Inquiry] Issue with update - Ticket #3692 Hello, I need assistance with update. What are the best practices for organizing projects in the platform? Can someone look into this?"
TKT-3693,[Feature Request] Issue with feature - Ticket #3693,"Hello, I need assistance with feature. Could you add integration with Slack for real-time notifications? Can someone look into this?

Account ID: ACC-22626",Feature Request,Low,Neutral,2024-10-08,Basic,Email,"[Feature Request] Issue with feature - Ticket #3693 Hello, I need assistance with feature. Could you add integration with Slack for real-time notifications? Can someone look into this?

Account ID: ACC-22626"
TKT-3694,[Feature Request] Issue with automation - Ticket #3694,"[automation] A data retention policy configuration feature is needed for compliance. Need immediate attention on this matter.

Account ID: ACC-28306",Feature Request,High,Negative,2024-01-02,Pro,Web Portal,"[Feature Request] Issue with automation - Ticket #3694 [automation] A data retention policy configuration feature is needed for compliance. Need immediate attention on this matter.

Account ID: ACC-28306"
TKT-3695,[General Inquiry] Issue with explain - Ticket #3695,"Incident: explain - Is there a training session available for new administrators? Impact: Multiple users affected.
Environment: Production",General Inquiry,Low,Neutral,2024-08-27,Basic,Web Portal,"[General Inquiry] Issue with explain - Ticket #3695 Incident: explain - Is there a training session available for new administrators? Impact: Multiple users affected.
Environment: Production"
TKT-3696,[Technical Issue] Issue with API - Ticket #3696,[API] Third-party integration with payment gateway is returning invalid responses. Need immediate attention on this matter.,Technical Issue,High,Negative,2024-05-17,Enterprise,Chat,[Technical Issue] Issue with API - Ticket #3696 [API] Third-party integration with payment gateway is returning invalid responses. Need immediate attention on this matter.
TKT-3697,[Service Outage] Issue with outage - Ticket #3697,Ticket: outage - all users. File storage service is intermittently unavailable. Priority: High due to business impact.,Service Outage,High,Very Negative,2024-04-09,Basic,Email,[Service Outage] Issue with outage - Ticket #3697 Ticket: outage - all users. File storage service is intermittently unavailable. Priority: High due to business impact.
TKT-3698,[Technical Issue] Issue with connection - Ticket #3698,Problem Report: connection failure. Mobile app crashes immediately upon opening on iOS devices. Please escalate if needed.,Technical Issue,High,Negative,2024-08-04,Free,Chat,[Technical Issue] Issue with connection - Ticket #3698 Problem Report: connection failure. Mobile app crashes immediately upon opening on iOS devices. Please escalate if needed.
TKT-3699,[Account & Access] Issue with login - Ticket #3699,Problem Report: login failure. The SSO integration with Google Workspace is not redirecting properly. Please escalate if needed.,Account & Access,Medium,Neutral,2024-08-09,Basic,Email,[Account & Access] Issue with login - Ticket #3699 Problem Report: login failure. The SSO integration with Google Workspace is not redirecting properly. Please escalate if needed.
TKT-3700,[Service Outage] Issue with unavailable - Ticket #3700,"Incident: unavailable - all users. Authentication service is down, preventing all user logins. Impact: Multiple users affected.

Account ID: ACC-60464",Service Outage,High,Negative,2024-11-21,Pro,Web Portal,"[Service Outage] Issue with unavailable - Ticket #3700 Incident: unavailable - all users. Authentication service is down, preventing all user logins. Impact: Multiple users affected.

Account ID: ACC-60464"
TKT-3701,[Technical Issue] Issue with connection - Ticket #3701,"Dear Support, Mobile app crashes immediately upon opening on iOS devices. This involves connection. Looking forward to a quick resolution.",Technical Issue,Low,Positive,2024-07-30,Basic,Email,"[Technical Issue] Issue with connection - Ticket #3701 Dear Support, Mobile app crashes immediately upon opening on iOS devices. This involves connection. Looking forward to a quick resolution."
TKT-3702,[Account & Access] Issue with authentication - Ticket #3702,[authentication] Account shows 'suspended' status but subscription is active. Need immediate attention on this matter.,Account & Access,Medium,Neutral,2024-06-21,Basic,Chat,[Account & Access] Issue with authentication - Ticket #3702 [authentication] Account shows 'suspended' status but subscription is active. Need immediate attention on this matter.
TKT-3703,[Service Outage] Issue with backup - Ticket #3703,Ticket: backup - SLA breach. Email service is not delivering messages since this morning. Priority: High due to business impact.,Service Outage,High,Negative,2024-09-01,Free,Email,[Service Outage] Issue with backup - Ticket #3703 Ticket: backup - SLA breach. Email service is not delivering messages since this morning. Priority: High due to business impact.
